Fecha Hora,Fecha Hora(RAW),Tiempo de Ping,Tiempo de Ping(RAW),Perdida de paquetes(RAW),Disponibilidad de sistema,Disponibilidad de sistema(RAW),Trafico suma (volumen),Trafico suma (volumen)(RAW),Trafico suma (velocidad),Trafico suma (velocidad)(RAW),"Temperature 1006 (Switch 1 - Temp Sensor 0, GREEN )","Temperature 1006 (Switch 1 - Temp Sensor 0, GREEN )(RAW)","Temperature 1007 (Switch 1 - Temp Sensor 1, GREEN )","Temperature 1007 (Switch 1 - Temp Sensor 1, GREEN )(RAW)","Temperature 1008 (Switch 1 - Temp Sensor 2, GREEN )","Temperature 1008 (Switch 1 - Temp Sensor 2, GREEN )(RAW)",CPU 1000,CPU 1000(RAW),Available Memory 1 (Processor),Available Memory 1 (Processor)(RAW)
06/12/2020 3:00:00 - 4:00:00,44171.375,2 mseg,2.0683,0,20 d,1788321,7.432 KByte,7610748.79,17 kbit/s,2114.2261,31 °C,31,39 °C,39,43 °C,42.7333,"2,53 %",2.5333,341 MByte,357154049.4
06/12/2020 4:00:00 - 5:00:00,44171.41667,2 mseg,2.0517,0,20 d,1791921,7.241 KByte,7415174.613,16 kbit/s,2059.8794,31 °C,30.9833,39 °C,38.95,42 °C,42.0167,"2,35 %",2.35,341 MByte,357157773.5
06/12/2020 5:00:00 - 6:00:00,44171.45833,2 mseg,2.015,0,20 d,1795521,7.583 KByte,7764653.349,17 kbit/s,2156.95,30 °C,30.35,38 °C,38,42 °C,42,"2,48 %",2.4833,341 MByte,357155063.6
06/12/2020 6:00:00 - 7:00:00,44171.5,2 mseg,2.085,0,20 d,1799121,6.886 KByte,7051260.627,16 kbit/s,1958.7978,30 °C,30.1333,38 °C,38,42 °C,42.0167,"2,47 %",2.4667,341 MByte,357161601.3
06/12/2020 7:00:00 - 8:00:00,44171.54167,2 mseg,2.0333,0,20 d,1802721,6.579 KByte,6737256.018,15 kbit/s,1871.5588,30 °C,30.0333,38 °C,38,42 °C,42.0667,"2,18 %",2.1833,341 MByte,357165166.8
06/12/2020 8:00:00 - 9:00:00,44171.58333,2 mseg,2.04,0,20 d,1806321,6.776 KByte,6938756.835,15 kbit/s,1927.5449,30 °C,30.25,38 °C,38,42 °C,42,"2,33 %",2.3333,341 MByte,357163656.3
06/12/2020 9:00:00 - 10:00:00,44171.625,2 mseg,2.0333,0,20 d,1809921,6.930 KByte,7096771.478,16 kbit/s,1971.413,31 °C,30.85,38 °C,38.4167,42 °C,42,"2,35 %",2.35,341 MByte,357161923.7
06/12/2020 10:00:00 - 11:00:00,44171.66667,2 mseg,2.0467,0,20 d,1813521,7.098 KByte,7268613.107,16 kbit/s,2019.1433,31 °C,31,39 °C,39,43 °C,42.5167,"2,35 %",2.35,341 MByte,357160924.8
06/12/2020 11:00:00 - 12:00:00,44171.70833,2 mseg,2.105,0,21 d,1817121,7.137 KByte,7308623.365,16 kbit/s,2030.269,31 °C,31.45,39 °C,39.15,43 °C,43,"2,38 %",2.3833,341 MByte,357160154.5
06/12/2020 12:00:00 - 13:00:00,44171.75,2 mseg,2.1017,0,21 d,1820721,7.239 KByte,7412350.909,16 kbit/s,2059.0836,32 °C,32.25,40 °C,40,43 °C,43.0333,"2,47 %",2.4667,341 MByte,357158261.9
06/12/2020 13:00:00 - 14:00:00,44171.79167,2 mseg,2.0883,0,21 d,1824321,7.200 KByte,7372595.374,16 kbit/s,2048.0513,33 °C,33,40 °C,40.4667,44 °C,43.6833,"2,37 %",2.3667,341 MByte,357156878.9
06/12/2020 14:00:00 - 15:00:00,44171.83333,2 mseg,2.135,0,21 d,1827921,7.474 KByte,7653843.007,17 kbit/s,2126.1797,33 °C,33.0167,41 °C,41,44 °C,43.9833,"2,35 %",2.35,341 MByte,357154342.7
06/12/2020 15:00:00 - 16:00:00,44171.875,2 mseg,2.08,0,21 d,1831521,7.335 KByte,7511217.579,17 kbit/s,2086.5652,34 °C,33.8167,41 °C,41,44 °C,44,"2,38 %",2.3833,341 MByte,357155728.9
06/12/2020 16:00:00 - 17:00:00,44171.91667,2 mseg,2.1333,0,21 d,1835121,6.595 KByte,6753597.001,15 kbit/s,1876.093,34 °C,34,42 °C,41.7,44 °C,44.3333,"2,18 %",2.1833,341 MByte,357163375
06/12/2020 17:00:00 - 18:00:00,44171.95833,2 mseg,2.0733,0,21 d,1838721,6.960 KByte,7126618.161,16 kbit/s,1979.7316,34 °C,34,41 °C,41.1333,44 °C,44,"2,32 %",2.3167,341 MByte,357160375.3
06/12/2020 18:00:00 - 19:00:00,44172,2 mseg,2.1567,0,21 d,1842321,7.166 KByte,7338203.351,16 kbit/s,2038.5087,33 °C,33.1167,41 °C,41,44 °C,44,"2,48 %",2.4833,341 MByte,357154819.7
06/12/2020 19:00:00 - 20:00:00,44172.04167,5 mseg,4.6533,0,21 d,1845921,7.515 KByte,7695114.976,17 kbit/s,2137.6329,33 °C,33,41 °C,41,44 °C,44.2167,"2,52 %",2.5167,341 MByte,357150730.1
06/12/2020 20:00:00 - 21:00:00,44172.08333,2 mseg,2.4717,0,21 d,1849521,6.471 KByte,6626301.092,15 kbit/s,1840.7363,33 °C,32.9833,41 °C,40.9833,44 °C,44,"2,27 %",2.2667,341 MByte,357165859.3
06/12/2020 21:00:00 - 22:00:00,44172.125,2 mseg,2.1017,0,21 d,1853121,6.433 KByte,6587074.946,15 kbit/s,1829.8345,32 °C,32.4833,40 °C,40.3833,44 °C,44,"2,22 %",2.2167,341 MByte,357163754.6
06/12/2020 22:00:00 - 23:00:00,44172.16667,2 mseg,2.1617,0,21 d,1856721,6.510 KByte,6666467.32,15 kbit/s,1851.8891,32 °C,32,40 °C,40,44 °C,43.5167,"2,22 %",2.2167,341 MByte,357163150.9
06/12/2020 23:00:00 - 0:00:00,44172.20833,3 mseg,3.4133,0,21 d,1860321,6.917 KByte,7083340.414,16 kbit/s,1967.6929,32 °C,32,40 °C,40,44 °C,43.9333,"2,43 %",2.4333,341 MByte,357160111
07/12/2020 0:00:00 - 1:00:00,44172.25,4 mseg,3.6183,0,21 d,1863921,6.495 KByte,6650431.625,15 kbit/s,1847.4242,32 °C,32,40 °C,40,44 °C,44,"2,30 %",2.3,341 MByte,357165493.2
07/12/2020 1:00:00 - 2:00:00,44172.29167,2 mseg,2.2933,0,21 d,1867521,6.562 KByte,6719551.086,15 kbit/s,1866.6197,32 °C,32,40 °C,40,44 °C,44,"2,27 %",2.2667,341 MByte,357165013.1
07/12/2020 2:00:00 - 3:00:00,44172.33333,4 mseg,4.3483,0,21 d,1871121,7.618 KByte,7800623.217,17 kbit/s,2166.9722,32 °C,32,40 °C,40,44 °C,43.95,"2,55 %",2.55,341 MByte,357151631.7
07/12/2020 3:00:00 - 4:00:00,44172.375,2 mseg,2.1583,0,21 d,1874721,6.647 KByte,6806036.529,15 kbit/s,1890.6707,32 °C,32,40 °C,40,43 °C,43.3333,"2,35 %",2.35,341 MByte,357165651.4
07/12/2020 4:00:00 - 5:00:00,44172.41667,2 mseg,2.015,0,21 d,1878321,6.446 KByte,6600252.199,15 kbit/s,1833.49,32 °C,32,40 °C,40,43 °C,43.0667,"2,22 %",2.2167,341 MByte,357167074.7
07/12/2020 5:00:00 - 6:00:00,44172.45833,2 mseg,2.0267,0,21 d,1881921,6.718 KByte,6879090.64,15 kbit/s,1910.9434,32 °C,31.6167,40 °C,40,43 °C,43.2167,"2,30 %",2.3,341 MByte,357163856
07/12/2020 6:00:00 - 7:00:00,44172.5,2 mseg,2.0883,0,21 d,1885521,7.212 KByte,7384679.279,16 kbit/s,2051.4081,31 °C,31,39 °C,39.4833,43 °C,43.0333,"2,35 %",2.35,341 MByte,357166904.9
07/12/2020 7:00:00 - 8:00:00,44172.54167,2 mseg,2.45,0,21 d,1889121,8.536 KByte,8741106.53,19 kbit/s,2428.2066,31 °C,31,39 °C,39,43 °C,43,"2,50 %",2.5,341 MByte,357168731.3
07/12/2020 8:00:00 - 9:00:00,44172.58333,3 mseg,2.9533,0,21 d,1892721,19.244 KByte,19706305.64,44 kbit/s,5474.2171,30 °C,30.3667,39 °C,38.8333,43 °C,42.7833,"3,33 %",3.3333,341 MByte,357168763.1
07/12/2020 9:00:00 - 10:00:00,44172.625,2 mseg,2.1433,0,21 d,1896321,18.737 KByte,19187008.81,43 kbit/s,5330.0208,30 °C,30,38 °C,38.2333,43 °C,42.5333,"3,17 %",3.1667,341 MByte,357167924.2
07/12/2020 10:00:00 - 11:00:00,44172.66667,2 mseg,2.1767,0,21 d,1899921,18.192 KByte,18628938.42,41 kbit/s,5174.9782,30 °C,30,39 °C,38.6,43 °C,42.7333,"2,88 %",2.8833,341 MByte,357167444
07/12/2020 11:00:00 - 12:00:00,44172.70833,2 mseg,2.0783,0,22 d,1903521,17.297 KByte,17712077.63,39 kbit/s,4920.2812,30 °C,30.25,38 °C,38.0333,42 °C,42.0333,"2,82 %",2.8167,341 MByte,357164647.5
07/12/2020 12:00:00 - 13:00:00,44172.75,5 mseg,4.5483,0,22 d,1907121,18.620 KByte,19067018.29,42 kbit/s,5296.7029,31 °C,30.85,39 °C,38.7,42 °C,42.1333,"3,08 %",3.0833,341 MByte,357159011.4
07/12/2020 13:00:00 - 14:00:00,44172.79167,3 mseg,2.6417,0,22 d,1910721,16.678 KByte,17078413.37,38 kbit/s,4744.2805,31 °C,31.0333,39 °C,39,43 °C,43,"3,20 %",3.2,341 MByte,357159374.1
07/12/2020 14:00:00 - 15:00:00,44172.83333,4 mseg,4.1383,0,22 d,1914321,19.260 KByte,19722417.7,44 kbit/s,5478.769,32 °C,31.9333,40 °C,39.5333,43 °C,43.1,"3,33 %",3.3333,341 MByte,357151116.2
07/12/2020 15:00:00 - 16:00:00,44172.875,2 mseg,2.2117,0,22 d,1917921,17.894 KByte,18323050.27,41 kbit/s,5089.9765,33 °C,32.7,40 °C,40.25,44 °C,43.6167,"3,03 %",3.0333,341 MByte,357154501.5
07/12/2020 16:00:00 - 17:00:00,44172.91667,2 mseg,2.1517,0,22 d,1921521,19.744 KByte,20217526.18,45 kbit/s,5616.2603,33 °C,33,41 °C,41,44 °C,44,"3,77 %",3.7667,341 MByte,357131070.9
07/12/2020 17:00:00 - 18:00:00,44172.95833,2 mseg,2.4983,0,22 d,1925121,18.445 KByte,18887957.23,42 kbit/s,5246.9609,33 °C,32.9833,40 °C,40.2667,44 °C,43.6333,"4,27 %",4.2667,341 MByte,357133661.9
07/12/2020 18:00:00 - 19:00:00,44173,2 mseg,2.1317,0,22 d,1928721,14.706 KByte,15059345.71,33 kbit/s,4183.3724,32 °C,32.05,40 °C,40,44 °C,43.65,"3,78 %",3.7833,341 MByte,357127874.9
07/12/2020 19:00:00 - 20:00:00,44173.04167,2 mseg,2.2917,0,22 d,1932321,10.376 KByte,10624780.96,24 kbit/s,2951.492,32 °C,31.9667,40 °C,40,43 °C,43.15,"2,72 %",2.7167,341 MByte,357155520
07/12/2020 20:00:00 - 21:00:00,44173.08333,3 mseg,2.6467,0,22 d,1935921,9.922 KByte,10159955.67,23 kbit/s,2822.3824,32 °C,31.75,40 °C,39.75,43 °C,43,"2,73 %",2.7333,341 MByte,357156453.3
07/12/2020 21:00:00 - 22:00:00,44173.125,2 mseg,2.11,0,22 d,1939521,8.703 KByte,8911964.355,20 kbit/s,2475.6901,31 °C,31.1833,39 °C,39.35,43 °C,42.9667,"2,58 %",2.5833,341 MByte,357165114.1
07/12/2020 22:00:00 - 23:00:00,44173.16667,2 mseg,2.0833,0,22 d,1943121,8.471 KByte,8674677.457,19 kbit/s,2409.7464,31 °C,31,39 °C,39,43 °C,42.9833,"2,55 %",2.55,341 MByte,357168429.7
07/12/2020 23:00:00 - 0:00:00,44173.20833,2 mseg,2.3583,0,22 d,1946721,8.308 KByte,8507195.245,19 kbit/s,2363.2148,31 °C,31,39 °C,39,43 °C,42.95,"2,52 %",2.5167,341 MByte,357164813
08/12/2020 0:00:00 - 1:00:00,44173.25,2 mseg,2.1083,0,22 d,1950321,8.218 KByte,8414792.294,19 kbit/s,2337.5527,31 °C,31,39 °C,39,43 °C,43,"2,47 %",2.4667,341 MByte,357163354.7
08/12/2020 1:00:00 - 2:00:00,44173.29167,2 mseg,2.1133,0,22 d,1953921,8.127 KByte,8321962.319,18 kbit/s,2311.7654,31 °C,31,39 °C,39,43 °C,43,"2,57 %",2.5667,341 MByte,357164754.5
08/12/2020 2:00:00 - 3:00:00,44173.33333,2 mseg,2.2617,0,22 d,1957521,8.309 KByte,8508057.415,19 kbit/s,2363.4609,31 °C,31,39 °C,39,43 °C,42.7167,"2,62 %",2.6167,341 MByte,357164724.6
08/12/2020 3:00:00 - 4:00:00,44173.375,2 mseg,2.1583,0,22 d,1961121,8.151 KByte,8346150.25,19 kbit/s,2318.4846,31 °C,31,39 °C,39,42 °C,42.0667,"2,52 %",2.5167,341 MByte,357164920.2
08/12/2020 4:00:00 - 5:00:00,44173.41667,2 mseg,2.155,0,22 d,1964721,8.657 KByte,8865056.967,20 kbit/s,2462.6663,31 °C,30.5333,38 °C,38.1,42 °C,42,"2,70 %",2.7,341 MByte,357164926.7
08/12/2020 5:00:00 - 6:00:00,44173.45833,2 mseg,2.1767,0,22 d,1968321,8.539 KByte,8743663.569,19 kbit/s,2428.9371,30 °C,30.0333,38 °C,38,42 °C,42.05,"2,50 %",2.5,341 MByte,357163414.9
08/12/2020 6:00:00 - 7:00:00,44173.5,2 mseg,2.3417,0,22 d,1971921,8.490 KByte,8693481.403,19 kbit/s,2414.9767,30 °C,30,38 °C,38,42 °C,42.0167,"2,57 %",2.5667,341 MByte,357161838.5
08/12/2020 7:00:00 - 8:00:00,44173.54167,4 mseg,3.8183,0,22 d,1975521,11.745 KByte,12026651.91,27 kbit/s,3340.9315,30 °C,29.8667,38 °C,38,42 °C,42,"2,68 %",2.6833,341 MByte,357162432.5
08/12/2020 8:00:00 - 9:00:00,44173.58333,2 mseg,2.265,0,22 d,1979121,24.794 KByte,25388926,56 kbit/s,7052.8125,29 °C,29.2333,38 °C,38,42 °C,41.9833,"3,32 %",3.3167,341 MByte,357164141.6
08/12/2020 9:00:00 - 10:00:00,44173.625,2 mseg,2.1167,0,22 d,1982721,19.561 KByte,20030553.57,45 kbit/s,5564.29,29 °C,29.0167,38 °C,37.8833,42 °C,41.9333,"3,37 %",3.3667,341 MByte,357151315.1
08/12/2020 10:00:00 - 11:00:00,44173.66667,5 mseg,4.96,0,22 d,1986321,19.818 KByte,20293169.49,45 kbit/s,5637.2577,29 °C,29.4,38 °C,38,42 °C,41.9667,"3,13 %",3.1333,341 MByte,357149785.6
08/12/2020 11:00:00 - 12:00:00,44173.70833,2 mseg,2.35,0,23 d,1989921,20.769 KByte,21267556.28,47 kbit/s,5908.0156,30 °C,30,38 °C,38,42 °C,42,"3,20 %",3.2,341 MByte,357148950
08/12/2020 12:00:00 - 13:00:00,44173.75,2 mseg,2.0983,0,23 d,1993521,16.978 KByte,17385877.25,39 kbit/s,4829.6518,30 °C,30,38 °C,38,42 °C,42,"3,08 %",3.0833,341 MByte,357159207.9
08/12/2020 13:00:00 - 14:00:00,44173.79167,2 mseg,2.4367,0,23 d,1997121,15.684 KByte,16060190.19,36 kbit/s,4461.387,30 °C,30.0333,38 °C,38.1167,42 °C,42.0167,"3,10 %",3.1,341 MByte,357167185.3
08/12/2020 14:00:00 - 15:00:00,44173.83333,2 mseg,2.3367,0,23 d,2000721,19.288 KByte,19751095.55,44 kbit/s,5486.6898,31 °C,30.9,39 °C,38.7667,42 °C,42.1,"3,37 %",3.3667,341 MByte,357166554.4
08/12/2020 15:00:00 - 16:00:00,44173.875,2 mseg,2.325,0,23 d,2004321,19.096 KByte,19554027.94,43 kbit/s,5432.0215,31 °C,31,39 °C,39,43 °C,43,"3,18 %",3.1833,341 MByte,357157500.6
08/12/2020 16:00:00 - 17:00:00,44173.91667,2 mseg,2.11,0,23 d,2007921,19.945 KByte,20423200.59,45 kbit/s,5673.4107,32 °C,31.7,39 °C,39,43 °C,43,"3,40 %",3.4,341 MByte,357147166.8
08/12/2020 17:00:00 - 18:00:00,44173.95833,2 mseg,2.1867,0,23 d,2011521,17.403 KByte,17820982.7,40 kbit/s,4950.4792,31 °C,31,39 °C,39,43 °C,42.6333,"3,27 %",3.2667,341 MByte,357156070.9
08/12/2020 18:00:00 - 19:00:00,44174,2 mseg,2.3183,0,23 d,2015121,12.421 KByte,12718757.85,28 kbit/s,3533.1649,31 °C,31,39 °C,39,43 °C,43,"3,27 %",3.2667,341 MByte,357157215.5
08/12/2020 19:00:00 - 20:00:00,44174.04167,2 mseg,2.3467,0,23 d,2018721,10.362 KByte,10610448.15,24 kbit/s,2947.445,31 °C,31,39 °C,39,42 °C,42.3667,"2,88 %",2.8833,341 MByte,357160828.5
08/12/2020 20:00:00 - 21:00:00,44174.08333,2 mseg,2.235,0,23 d,2022321,9.744 KByte,9978232.433,22 kbit/s,2771.9006,30 °C,30.3,38 °C,38.0167,42 °C,42,"2,85 %",2.85,341 MByte,357158278.9
08/12/2020 21:00:00 - 22:00:00,44174.125,2 mseg,2.21,0,23 d,2025921,9.165 KByte,9385391.8,21 kbit/s,2607.1764,30 °C,30.0167,38 °C,38.15,42 °C,42.1833,"2,88 %",2.8833,341 MByte,357157838.9
08/12/2020 22:00:00 - 23:00:00,44174.16667,3 mseg,2.525,0,23 d,2029521,8.918 KByte,9131824.45,20 kbit/s,2536.7377,30 °C,30,38 °C,38.0833,42 °C,42.2833,"2,92 %",2.9167,341 MByte,357145993.8
08/12/2020 23:00:00 - 0:00:00,44174.20833,2 mseg,2.17,0,23 d,2033121,8.733 KByte,8942213.183,20 kbit/s,2484.0585,30 °C,30,39 °C,38.6,43 °C,42.5333,"2,87 %",2.8667,341 MByte,357147231.2
09/12/2020 0:00:00 - 1:00:00,44174.25,2 mseg,2.3517,0,23 d,2036721,9.311 KByte,9534792.966,21 kbit/s,2648.686,30 °C,30.3833,38 °C,38.0667,42 °C,42.0833,"3,03 %",3.0333,341 MByte,357146133.1
09/12/2020 1:00:00 - 2:00:00,44174.29167,2 mseg,2.4367,0,23 d,2040321,9.456 KByte,9682449.276,22 kbit/s,2689.6813,30 °C,30.3833,38 °C,38,42 °C,42,"3,12 %",3.1167,341 MByte,357141534
09/12/2020 2:00:00 - 3:00:00,44174.33333,2 mseg,2.2683,0,23 d,2043921,9.716 KByte,9949160.236,22 kbit/s,2763.7861,30 °C,30.0167,38 °C,38,42 °C,42.0167,"3,12 %",3.1167,341 MByte,357141205.9
09/12/2020 3:00:00 - 4:00:00,44174.375,2 mseg,2.2667,0,23 d,2047521,9.579 KByte,9808775.286,22 kbit/s,2724.7658,30 °C,30,38 °C,38.15,42 °C,42.1333,"3,08 %",3.0833,341 MByte,357141468.9
09/12/2020 4:00:00 - 5:00:00,44174.41667,2 mseg,2.4633,0,23 d,2051121,9.491 KByte,9719167.096,22 kbit/s,2699.8661,30 °C,30.0167,38 °C,38.1167,42 °C,42.35,"2,90 %",2.9,341 MByte,357143544.7
09/12/2020 5:00:00 - 6:00:00,44174.45833,2 mseg,2.2283,0,23 d,2054721,10.122 KByte,10364877.34,23 kbit/s,2879.2606,30 °C,30,38 °C,38.0833,43 °C,42.55,"3,13 %",3.1333,341 MByte,357141622.5
09/12/2020 6:00:00 - 7:00:00,44174.5,2 mseg,2.2033,0,23 d,2058321,9.716 KByte,9949208.155,22 kbit/s,2763.7687,30 °C,30,38 °C,38,42 °C,42.15,"2,88 %",2.8833,341 MByte,357144374.1
09/12/2020 7:00:00 - 8:00:00,44174.54167,2 mseg,2.09,0,23 d,2061921,10.894 KByte,11155394.02,25 kbit/s,3098.8841,30 °C,30,38 °C,38,42 °C,42,"3,07 %",3.0667,341 MByte,357143475.9
09/12/2020 8:00:00 - 9:00:00,44174.58333,3 mseg,3.0683,0,23 d,2065521,19.667 KByte,20138585.08,45 kbit/s,5594.3156,30 °C,30,38 °C,38,42 °C,42,"3,47 %",3.4667,341 MByte,357146718.2
09/12/2020 9:00:00 - 10:00:00,44174.625,3 mseg,2.955,0,23 d,2069121,19.990 KByte,20469845.04,45 kbit/s,5686.3524,30 °C,30,38 °C,38.0667,42 °C,42.3167,"3,55 %",3.55,341 MByte,357133874.6
09/12/2020 10:00:00 - 11:00:00,44174.66667,2 mseg,2.11,0,23 d,2072721,20.484 KByte,20975604.55,47 kbit/s,5826.8158,30 °C,30.45,38 °C,38.1333,42 °C,42,"3,40 %",3.4,341 MByte,357133870.1
09/12/2020 11:00:00 - 12:00:00,44174.70833,2 mseg,2.1767,0,24 d,2076321,19.436 KByte,19902808.8,44 kbit/s,5528.7269,31 °C,31,39 °C,39,43 °C,42.6667,"3,18 %",3.1833,341 MByte,357127493.1
09/12/2020 12:00:00 - 13:00:00,44174.75,3 mseg,3.0283,0,24 d,2079921,19.959 KByte,20438322.2,45 kbit/s,5677.5956,31 °C,31.1,39 °C,39,43 °C,43,"3,47 %",3.4667,341 MByte,357122803.6
09/12/2020 13:00:00 - 14:00:00,44174.79167,2 mseg,2.1733,0,24 d,2083521,18.299 KByte,18738466.11,42 kbit/s,5205.3319,31 °C,31.0833,39 °C,39,43 °C,43,"3,45 %",3.45,341 MByte,357133086.8
09/12/2020 14:00:00 - 15:00:00,44174.83333,2 mseg,2.175,0,24 d,2087121,20.255 KByte,20740813.92,46 kbit/s,5761.5613,31 °C,31,39 °C,39,43 °C,43,"3,75 %",3.75,341 MByte,357108644.9
09/12/2020 15:00:00 - 16:00:00,44174.875,2 mseg,2.3667,0,24 d,2090721,21.838 KByte,22362418.76,50 kbit/s,6212.0936,31 °C,31.3,39 °C,39,43 °C,43,"3,50 %",3.5,341 MByte,357092504.1
09/12/2020 16:00:00 - 17:00:00,44174.91667,2 mseg,2.4033,0,24 d,2094321,21.305 KByte,21816184.41,48 kbit/s,6060.2701,32 °C,31.9833,40 °C,39.7,43 °C,43,"3,38 %",3.3833,341 MByte,357097357.6
09/12/2020 17:00:00 - 18:00:00,44174.95833,3 mseg,3.3883,0,24 d,2097921,17.816 KByte,18243159.21,41 kbit/s,5067.7976,32 °C,31.85,39 °C,39.1167,43 °C,43,"3,60 %",3.6,341 MByte,357102724.8
09/12/2020 18:00:00 - 19:00:00,44175,3 mseg,3.4083,0,24 d,2101521,11.846 KByte,12129855.42,27 kbit/s,3369.5821,31 °C,31.3,39 °C,39,43 °C,43,"3,27 %",3.2667,341 MByte,357105524.4
09/12/2020 19:00:00 - 20:00:00,44175.04167,2 mseg,2.4483,0,24 d,2105121,9.259 KByte,9481334.385,21 kbit/s,2633.8284,31 °C,31,39 °C,39,43 °C,43,"2,68 %",2.6833,341 MByte,357120570.5
09/12/2020 20:00:00 - 21:00:00,44175.08333,2 mseg,2.2783,0,24 d,2108721,9.281 KByte,9503288.645,21 kbit/s,2639.9051,31 °C,31,39 °C,39,43 °C,43,"2,62 %",2.6167,341 MByte,357123550.6
09/12/2020 21:00:00 - 22:00:00,44175.125,2 mseg,2.3067,0,24 d,2112321,8.523 KByte,8727570.319,19 kbit/s,2424.4396,31 °C,31,39 °C,39,43 °C,42.9667,"2,62 %",2.6167,341 MByte,357115899.6
09/12/2020 22:00:00 - 23:00:00,44175.16667,2 mseg,2.2017,0,24 d,2115921,8.794 KByte,9004866.196,20 kbit/s,2501.4629,31 °C,31,39 °C,39,42 °C,42.2167,"2,83 %",2.8333,341 MByte,357107592.5
09/12/2020 23:00:00 - 0:00:00,44175.20833,2 mseg,2.4583,0,24 d,2119521,9.470 KByte,9696955.01,22 kbit/s,2693.7483,31 °C,31,39 °C,39,43 °C,42.8667,"3,13 %",3.1333,341 MByte,357132713.3
10/12/2020 0:00:00 - 1:00:00,44175.25,2 mseg,2.4183,0,24 d,2123121,9.136 KByte,9355312.097,21 kbit/s,2598.7989,31 °C,31,39 °C,39,43 °C,42.9667,"3,12 %",3.1167,341 MByte,357136494.4
10/12/2020 1:00:00 - 2:00:00,44175.29167,2 mseg,2.2367,0,24 d,2126721,8.808 KByte,9018955.31,20 kbit/s,2505.3489,31 °C,31,39 °C,39,43 °C,43,"2,98 %",2.9833,341 MByte,357132889.3
10/12/2020 2:00:00 - 3:00:00,44175.33333,2 mseg,2.1383,0,24 d,2130321,8.995 KByte,9211047.424,20 kbit/s,2558.7593,31 °C,31,39 °C,39,43 °C,43,"2,95 %",2.95,341 MByte,357132549.1
10/12/2020 3:00:00 - 4:00:00,44175.375,2 mseg,2.1617,0,24 d,2133921,8.998 KByte,9213489.529,20 kbit/s,2559.4519,31 °C,31,39 °C,39,43 °C,43,3%,3,341 MByte,357131935.1
10/12/2020 4:00:00 - 5:00:00,44175.41667,2 mseg,2.0867,0,24 d,2137521,8.661 KByte,8868904.475,20 kbit/s,2463.6941,31 °C,31,39 °C,39,43 °C,42.7167,"2,92 %",2.9167,341 MByte,357133568.3
10/12/2020 5:00:00 - 6:00:00,44175.45833,2 mseg,2.1217,0,24 d,2141121,8.843 KByte,9055459.978,20 kbit/s,2515.4894,31 °C,30.9667,39 °C,38.7833,42 °C,42.0333,"2,98 %",2.9833,341 MByte,357131516.6
10/12/2020 6:00:00 - 7:00:00,44175.5,2 mseg,2.1883,0,24 d,2144721,8.271 KByte,8469198.115,19 kbit/s,2352.6531,30 °C,30.3333,38 °C,38,42 °C,42,"2,95 %",2.95,341 MByte,357138747.4
10/12/2020 7:00:00 - 8:00:00,44175.54167,2 mseg,2.3817,0,24 d,2148321,11.378 KByte,11651445.85,26 kbit/s,3236.6386,30 °C,30.0333,38 °C,38,43 °C,42.5833,"3,32 %",3.3167,341 MByte,357149049.1
10/12/2020 8:00:00 - 9:00:00,44175.58333,2 mseg,2.2833,0,24 d,2151921,21.839 KByte,22363103.86,50 kbit/s,6212.2321,30 °C,30,38 °C,38.1667,43 °C,42.6167,"3,58 %",3.5833,341 MByte,357150463.5
10/12/2020 9:00:00 - 10:00:00,44175.625,2 mseg,2.1133,0,24 d,2155521,19.938 KByte,20416860.07,45 kbit/s,5671.6651,30 °C,30,38 °C,38.4,42 °C,42.4333,"3,27 %",3.2667,341 MByte,357152027.2
10/12/2020 10:00:00 - 11:00:00,44175.66667,3 mseg,3.11,0,24 d,2159121,28.760 KByte,29450622.33,65 kbit/s,8181.1375,30 °C,30.0667,38 °C,38,42 °C,42.0167,"3,50 %",3.5,341 MByte,357156373.9
10/12/2020 11:00:00 - 12:00:00,44175.70833,2 mseg,2.1783,0,25 d,2162721,20.961 KByte,21464126.03,48 kbit/s,5962.5057,31 °C,30.7,39 °C,38.6,42 °C,42.0667,"3,27 %",3.2667,341 MByte,357159564.7
10/12/2020 12:00:00 - 13:00:00,44175.75,4 mseg,4.0433,0,25 d,2166321,21.464 KByte,21979153.12,49 kbit/s,6105.6426,31 °C,31,39 °C,39,43 °C,43,"3,48 %",3.4833,341 MByte,357146318.2
10/12/2020 13:00:00 - 14:00:00,44175.79167,3 mseg,2.5483,0,25 d,2169921,21.008 KByte,21511805.03,48 kbit/s,5975.8168,32 °C,31.7667,39 °C,39.2833,43 °C,43,"3,78 %",3.7833,341 MByte,357134957.4
10/12/2020 14:00:00 - 15:00:00,44175.83333,2 mseg,2.3617,0,25 d,2173521,24.589 KByte,25179098.16,56 kbit/s,6994.4854,32 °C,32,40 °C,40,43 °C,43.0167,"3,60 %",3.6,341 MByte,357135116.3
10/12/2020 15:00:00 - 16:00:00,44175.875,3 mseg,2.645,0,25 d,2177121,22.712 KByte,23257345.75,52 kbit/s,6460.6251,33 °C,32.55,40 °C,40,43 °C,43.3667,"3,55 %",3.55,341 MByte,357139072.5
